user_id,country,device,acquisition_channel,sessions_last_30_days,avg_session_length_min,social_interactions_last_30_days,multiplayer_sessions_last_30_days
U01659,US,Android,Organic,13,7.4,1,1
U01660,IN,Web,Paid Search,2,16.3,2,0
U01661,AU,Web,Organic,21,30.1,1,5
U01662,CA,Android,Paid Social,9,9.1,0,1
U01663,UK,Web,Referral,14,18.8,11,5
U01664,AU,iOS,Organic,4,21.0,0,1
U01665,US,Android,Paid Search,14,16.4,11,9
U01666,CA,Web,Paid Search,16,26.1,8,15
U01667,IN,Android,Referral,5,13.5,1,1
U01668,UK,Android,Paid Social,17,14.7,9,10
U01669,AU,Web,Paid Social,4,14.2,1,0
U01670,CA,iOS,Paid Social,24,29.0,17,6
U01671,US,Android,Organic,9,8.6,0,0
U01672,AU,Web,Referral,16,14.3,12,5
U01673,UK,Android,Organic,10,26.6,13,11
U01674,US,Android,Organic,9,27.8,7,13
U01675,UK,Web,Organic,24,51.1,5,7
U01676,CA,iOS,Organic,6,8.5,0,0
U01677,AU,Web,Paid Search,2,13.1,0,0
U01678,IN,Android,Paid Search,2,17.3,1,1
U01679,CA,iOS,Paid Search,4,12.6,3,0
U01680,CA,iOS,Organic,18,46.8,3,5
U01681,IN,iOS,Paid Social,9,14.7,3,2
U01682,IN,iOS,Paid Search,13,18.4,11,5
U01683,US,Android,Referral,29,52.6,0,9
U01684,UK,Web,Paid Search,13,15.0,8,17
U01685,CA,Web,Organic,9,9.6,0,1
U01686,US,iOS,Organic,19,16.5,11,14
U01687,US,iOS,Organic,12,16.9,11,8
U01688,CA,Web,Paid Search,11,11.1,2,3
U01689,UK,iOS,Paid Social,25,30.6,2,8
U01690,IN,Web,Organic,14,33.7,2,2
U01691,CA,Web,Referral,5,15.6,1,3
U01692,UK,iOS,Organic,7,13.4,1,0
U01693,IN,Web,Paid Social,11,14.0,4,1
U01694,AU,Web,Paid Social,6,5.6,3,2
U01695,CA,Web,Paid Social,3,11.8,0,1
U01696,CA,iOS,Organic,8,11.7,2,2
U01697,UK,Android,Referral,7,16.7,2,1
U01698,US,Android,Referral,7,16.2,0,1
U01699,US,Android,Organic,16,19.6,10,7
U01700,UK,Android,Paid Search,8,7.9,4,0
U01701,CA,Android,Paid Search,14,3.6,10,14
U01702,CA,iOS,Referral,6,13.6,1,1
U01703,CA,iOS,Paid Search,10,11.6,2,1
U01704,AU,Android,Paid Search,9,12.9,0,1
U01705,US,Android,Referral,5,7.3,1,1
U01706,AU,Web,Paid Search,9,5.0,0,0
U01707,CA,Web,Paid Search,31,31.3,2,2
U01708,US,Web,Organic,3,13.6,1,0
U01709,CA,Android,Paid Search,20,24.1,2,7
U01710,CA,Android,Referral,27,29.3,3,4
U01711,UK,iOS,Organic,7,5.8,1,2
U01712,US,Web,Referral,6,8.4,1,0
U01713,CA,Web,Organic,25,48.9,2,8
U01714,IN,iOS,Referral,7,9.3,2,0
U01715,IN,iOS,Paid Social,8,15.4,0,1
U01716,CA,iOS,Organic,9,28.0,6,9
U01717,UK,Web,Organic,10,10.7,0,1
U01718,CA,iOS,Organic,27,43.0,2,8
U01719,IN,Android,Referral,12,31.8,13,5
U01720,US,Android,Paid Social,5,22.7,1,1
U01721,UK,Android,Organic,4,11.8,1,0
U01722,CA,iOS,Paid Social,7,11.9,0,2
U01723,IN,Web,Paid Search,9,9.7,1,1
U01724,US,Web,Organic,5,20.2,2,1
U01725,IN,iOS,Paid Search,27,35.1,1,6
U01726,UK,iOS,Organic,4,12.3,1,2
U01727,AU,Web,Paid Social,5,11.8,1,0
U01728,CA,Android,Paid Search,7,22.1,16,7
U01729,US,Android,Referral,17,17.2,11,11
U01730,UK,Web,Organic,15,23.1,3,3
U01731,UK,iOS,Organic,6,6.4,0,1
U01732,AU,Android,Paid Social,19,19.6,2,5
U01733,AU,Android,Referral,6,13.8,2,1
U01734,CA,Android,Organic,3,11.3,1,1
U01735,CA,iOS,Paid Search,3,13.0,0,1
U01736,UK,iOS,Referral,13,17.5,11,13
U01737,CA,Android,Referral,5,5.6,2,0
U01738,CA,iOS,Paid Social,7,17.5,2,0
U01739,AU,Web,Paid Search,6,13.1,0,1
U01740,UK,iOS,Paid Search,7,12.1,2,0
U01741,IN,Web,Organic,13,21.2,9,11
U01742,IN,Android,Organic,20,25.9,0,7
U01743,US,Android,Referral,22,28.6,6,5
U01744,AU,Web,Referral,9,3.0,1,2
U01745,US,Android,Paid Social,6,20.6,2,2
U01746,UK,Android,Referral,8,19.3,2,0
U01747,IN,Android,Paid Social,4,13.2,1,1
U01748,IN,iOS,Paid Social,9,11.5,3,0
U01749,IN,iOS,Paid Search,32,16.1,3,5
U01750,US,Web,Paid Search,5,14.8,0,0
U01751,CA,Web,Referral,3,5.9,0,1
U01752,US,iOS,Referral,7,5.0,1,4
U01753,IN,Android,Paid Search,5,11.5,1,1
U01754,AU,iOS,Referral,5,20.3,0,1
U01755,AU,Android,Paid Search,19,21.0,9,7
U01756,US,Web,Organic,16,17.3,14,9
U01757,US,Web,Referral,15,25.8,11,11
U01758,UK,Web,Paid Social,3,9.0,2,1
U01759,US,iOS,Organic,6,16.7,1,3
U01760,US,iOS,Organic,2,13.1,0,2
U01761,IN,Android,Referral,11,11.3,0,2
U01762,CA,Web,Paid Search,11,13.4,11,13
U01763,IN,Android,Paid Social,12,9.1,2,1
U01764,CA,Android,Paid Search,3,9.6,1,0
U01765,IN,iOS,Referral,3,10.9,1,0
U01766,IN,iOS,Paid Search,4,10.8,1,0
U01767,UK,Android,Referral,24,43.7,2,8
U01768,CA,Android,Referral,9,17.7,2,1
U01769,IN,Android,Paid Social,3,10.7,1,3
U01770,IN,iOS,Referral,8,10.5,0,1
U01771,CA,Android,Paid Social,9,7.8,0,0
U01772,UK,iOS,Organic,35,41.6,3,7
U01773,CA,Web,Paid Search,16,17.4,15,8
U01774,UK,Web,Referral,5,27.8,11,10
U01775,UK,Android,Paid Search,28,42.6,1,5
U01776,AU,iOS,Paid Search,6,13.7,1,1
U01777,UK,Web,Paid Social,18,33.4,3,7
U01778,AU,iOS,Paid Search,11,11.7,1,2
U01779,US,iOS,Paid Search,3,9.9,1,0
U01780,UK,Web,Paid Search,14,26.4,19,9
U01781,CA,Android,Referral,4,17.0,1,0
U01782,AU,Android,Paid Search,11,19.3,10,12
U01783,US,Web,Organic,4,16.4,0,2
U01784,US,iOS,Paid Social,15,55.2,4,5
U01785,UK,Android,Organic,22,29.7,4,9
U01786,CA,iOS,Paid Social,15,10.1,7,6
U01787,UK,Web,Paid Search,24,38.6,5,7
U01788,IN,Android,Paid Social,27,30.4,0,5
U01789,US,Android,Referral,5,7.7,1,1
U01790,IN,Android,Referral,7,12.0,0,3
U01791,IN,Web,Organic,5,11.4,0,0
U01792,AU,Web,Referral,21,37.3,2,3
U01793,IN,Web,Paid Search,3,10.8,1,2
U01794,US,iOS,Organic,17,52.1,3,5
U01795,US,iOS,Organic,13,5.0,1,2
U01796,CA,iOS,Organic,5,17.0,1,1
U01797,UK,Android,Referral,28,27.3,4,3
U01798,CA,Android,Paid Social,3,13.7,0,3
U01799,CA,Android,Referral,5,12.2,2,0
U01800,UK,Web,Organic,7,8.2,0,1
U01801,US,Web,Paid Social,8,18.0,10,5
U01802,AU,Android,Organic,23,32.3,1,5
U01803,IN,Web,Organic,3,11.7,0,1
U01804,AU,iOS,Paid Social,4,5.3,2,2
U01805,IN,iOS,Paid Social,4,5.8,2,1
U01806,UK,Web,Organic,27,38.5,2,6
U01807,UK,iOS,Organic,30,34.1,4,6
U01808,CA,iOS,Referral,4,4.3,1,1
U01809,UK,iOS,Referral,5,12.1,0,2
U01810,IN,Android,Referral,6,20.5,0,4
U01811,AU,Web,Paid Search,13,35.0,0,3
U01812,AU,Web,Organic,29,40.3,1,6
U01813,AU,Android,Referral,7,13.2,3,1
U01814,AU,iOS,Organic,6,4.9,0,0
U01815,CA,Android,Paid Search,5,4.9,1,1
U01816,AU,iOS,Referral,14,18.7,6,12
U01817,IN,Android,Referral,7,10.0,1,0
U01818,CA,iOS,Organic,26,46.7,4,6
U01819,CA,Android,Organic,29,32.8,2,5
U01820,CA,Android,Paid Social,6,12.9,0,1
U01821,UK,iOS,Paid Social,9,14.7,2,0
U01822,CA,iOS,Referral,8,11.9,0,0
U01823,IN,Web,Paid Social,32,35.4,6,9
U01824,AU,Web,Referral,33,29.6,1,8
U01825,UK,Android,Organic,21,11.0,3,7
U01826,AU,Android,Paid Social,8,10.5,1,2
U01827,US,Web,Referral,1,9.5,0,2
U01828,UK,Web,Organic,22,21.2,16,10
U01829,IN,iOS,Referral,18,41.4,3,5
U01830,UK,Web,Paid Search,5,11.6,1,1
U01831,CA,Android,Paid Social,21,24.1,10,11
U01832,UK,Web,Paid Search,17,59.3,2,8
U01833,CA,Web,Organic,19,41.9,2,4
U01834,AU,Web,Referral,18,25.1,1,7
U01835,UK,Web,Referral,19,24.9,18,7
U01836,UK,Android,Organic,18,40.7,1,5
U01837,IN,Web,Paid Search,2,3.0,2,2
U01838,US,Web,Referral,6,9.1,0,3
U01839,UK,Android,Paid Search,14,20.8,10,10
U01840,AU,Web,Paid Search,12,8.3,4,0
U01841,CA,Android,Paid Search,9,9.2,1,1
U01842,AU,Web,Paid Social,8,4.5,0,2
U01843,IN,Web,Paid Search,5,14.9,5,1
U01844,UK,Web,Paid Social,10,33.6,2,4
U01845,US,iOS,Paid Search,10,24.9,12,9
U01846,US,Web,Paid Search,4,5.5,3,1
U01847,UK,Android,Paid Social,6,5.1,2,2
U01848,US,iOS,Referral,6,5.0,1,0
U01849,AU,Web,Referral,11,21.6,12,9
U01850,CA,Android,Organic,21,29.2,2,9
U01851,UK,Web,Organic,3,10.9,0,2
U01852,CA,Android,Referral,15,27.9,15,7
U01853,US,Web,Organic,13,12.6,13,5
U01854,IN,Android,Referral,16,23.4,13,10
U01855,CA,Android,Organic,16,13.2,9,15
U01856,IN,iOS,Referral,5,13.1,1,0
U01857,AU,iOS,Paid Social,25,23.5,2,7
U01858,IN,Android,Organic,2,7.4,2,1
U01859,CA,Android,Paid Social,16,16.4,11,10
U01860,CA,iOS,Paid Social,21,32.3,2,9
U01861,UK,Android,Paid Social,18,31.1,2,7
U01862,IN,Web,Paid Social,16,34.8,3,7
U01863,AU,Web,Paid Social,3,12.1,2,2
U01864,UK,Android,Paid Search,7,21.0,0,0
U01865,UK,Android,Paid Social,16,4.6,12,10
U01866,AU,iOS,Organic,18,8.9,9,8
U01867,UK,iOS,Paid Social,4,12.0,2,0
U01868,AU,Android,Organic,7,16.7,1,1
U01869,US,Web,Paid Social,4,10.4,1,1
U01870,UK,iOS,Organic,26,24.3,1,5
U01871,CA,Web,Paid Social,18,11.3,12,8
U01872,US,Web,Referral,5,16.5,0,1
U01873,UK,Web,Paid Search,7,13.4,1,2
U01874,AU,Web,Organic,13,24.5,10,15
U01875,US,iOS,Organic,20,33.2,2,6
U01876,US,Android,Paid Social,3,13.0,1,0
U01877,CA,Android,Organic,28,49.4,1,9
U01878,UK,iOS,Paid Social,9,7.3,1,2
U01879,UK,Web,Paid Search,4,14.8,0,0
U01880,AU,Android,Referral,22,27.1,1,5
U01881,US,Android,Referral,27,50.8,1,8
U01882,CA,Android,Paid Search,13,20.5,16,6
U01883,AU,Web,Paid Social,16,38.5,2,11
U01884,AU,Android,Paid Social,21,48.2,1,6
U01885,CA,iOS,Paid Search,4,7.4,1,1
U01886,UK,Android,Organic,6,6.8,3,2
U01887,CA,Android,Organic,5,7.4,2,1
U01888,UK,iOS,Organic,7,4.4,2,4
U01889,IN,Web,Paid Search,21,22.8,1,9
U01890,US,Android,Referral,21,21.9,15,17
U01891,CA,Web,Referral,10,7.9,1,1
U01892,AU,Web,Referral,8,8.7,0,1
U01893,UK,Web,Paid Social,13,26.8,8,12
U01894,US,Android,Paid Search,6,10.8,0,0
U01895,US,Android,Organic,16,13.5,4,4
U01896,CA,iOS,Referral,20,27.3,0,7
U01897,AU,Web,Referral,23,26.8,0,11
U01898,CA,iOS,Referral,8,9.1,2,0
U01899,AU,Android,Paid Social,3,11.1,0,3
U01900,IN,Android,Paid Social,24,36.8,2,6
U01901,CA,iOS,Organic,19,43.4,3,3
U01902,UK,iOS,Referral,6,14.2,0,0
U01903,CA,Web,Referral,24,23.9,2,6
U01904,CA,Android,Referral,5,5.7,0,2
U01905,IN,Web,Paid Social,18,30.5,1,9
U01906,IN,Web,Organic,3,10.1,0,1
U01907,CA,Android,Paid Search,17,21.6,15,11
U01908,AU,Android,Paid Social,4,6.7,2,3
U01909,IN,Web,Referral,9,20.8,1,2
U01910,IN,iOS,Organic,3,8.2,0,0
U01911,AU,Android,Organic,7,13.2,1,4
U01912,US,Web,Paid Search,19,24.2,17,14
U01913,IN,iOS,Referral,15,17.7,11,12
U01914,IN,Web,Paid Social,5,13.1,0,1
U01915,AU,Android,Paid Social,8,7.2,1,0
U01916,AU,iOS,Paid Social,20,36.3,3,8
U01917,CA,iOS,Referral,15,23.7,10,12
U01918,CA,iOS,Referral,23,41.8,0,5
U01919,US,Android,Referral,2,8.8,2,3
U01920,US,Android,Paid Social,7,13.4,0,1
U01921,US,Web,Referral,18,18.6,0,10
U01922,UK,Web,Referral,4,9.1,1,1
U01923,AU,Android,Referral,32,20.8,3,6
U01924,IN,Web,Paid Search,4,7.2,3,0
U01925,AU,iOS,Paid Search,26,24.3,1,8
U01926,AU,Android,Referral,8,9.5,3,2
U01927,US,Android,Referral,20,35.6,2,7
U01928,AU,Web,Paid Social,4,11.7,3,3
U01929,UK,Android,Organic,20,23.5,0,7
U01930,IN,iOS,Referral,4,14.1,1,0
U01931,US,Android,Paid Social,18,45.0,4,8
U01932,CA,iOS,Paid Social,21,32.5,3,9
U01933,IN,Android,Organic,22,35.6,1,4
U01934,CA,Android,Paid Social,16,26.5,4,3
U01935,CA,Android,Organic,23,30.3,4,9
U01936,AU,Web,Referral,18,19.3,15,12
U01937,IN,Web,Paid Search,4,19.5,2,1
U01938,UK,iOS,Organic,14,13.0,15,15
U01939,AU,Web,Referral,5,10.4,3,1
U01940,CA,Android,Referral,3,15.0,1,1
U01941,IN,Web,Paid Search,7,15.6,1,1
U01942,AU,Web,Paid Social,3,6.1,2,0
U01943,IN,iOS,Organic,27,22.1,2,2
U01944,US,Android,Organic,24,30.9,3,7
U01945,UK,iOS,Paid Social,19,31.9,2,7
U01946,UK,Web,Paid Search,7,20.1,0,3
U01947,UK,Android,Organic,4,5.3,2,2
U01948,CA,iOS,Organic,4,14.1,0,0
U01949,CA,iOS,Paid Social,1,11.7,0,0
U01950,UK,Android,Referral,3,9.4,0,0
U01951,IN,iOS,Paid Search,8,3.0,3,0
U01952,US,iOS,Referral,13,10.8,1,1
U01953,CA,iOS,Referral,21,50.2,2,4
U01954,AU,Web,Paid Social,24,34.9,4,5
U01955,AU,iOS,Organic,12,12.3,14,11
U01956,CA,Web,Paid Social,19,27.2,11,10
U01957,UK,iOS,Referral,15,25.5,3,4
U01958,IN,iOS,Paid Social,10,13.8,1,0
U01959,US,iOS,Paid Search,27,28.9,2,4
U01960,AU,iOS,Referral,16,37.3,4,7
U01961,CA,Android,Referral,4,10.3,1,1
U01962,IN,Web,Paid Search,8,11.2,0,3
U01963,UK,Android,Paid Social,15,12.5,13,11
U01964,US,Android,Paid Social,5,10.2,2,1
U01965,US,Android,Paid Social,18,33.5,1,3
U01966,AU,Android,Organic,18,43.4,1,10
U01967,AU,iOS,Referral,8,12.3,0,1
U01968,CA,iOS,Paid Search,4,4.4,0,0
U01969,US,Android,Referral,7,9.5,0,1
U01970,UK,Android,Organic,2,14.8,2,0
U01971,UK,Web,Referral,7,5.2,0,2
U01972,CA,Android,Paid Search,12,14.4,9,12
U01973,US,iOS,Paid Search,6,12.6,0,2
U01974,AU,Web,Referral,7,10.3,2,0
U01975,UK,Android,Organic,5,13.0,2,0
U01976,IN,Web,Referral,14,22.4,18,9
U01977,CA,Android,Organic,4,16.2,0,1
U01978,UK,Web,Paid Social,4,13.3,1,0
U01979,IN,Web,Paid Search,14,25.6,13,9
U01980,IN,iOS,Referral,17,24.9,8,10
U01981,UK,Web,Paid Search,7,13.8,1,1
U01982,CA,Android,Paid Search,11,30.2,13,9
U01983,IN,Web,Referral,5,10.3,0,5
U01984,IN,Android,Paid Social,5,13.2,0,0
U01985,US,Android,Paid Search,17,10.2,1,1
U01986,US,iOS,Paid Search,11,8.2,1,0
U01987,US,Web,Organic,21,56.7,5,7
U01988,IN,iOS,Organic,9,14.5,1,0
U01989,IN,Android,Paid Social,9,5.0,3,1
U01990,CA,Web,Referral,17,38.2,2,6
U01991,AU,Web,Paid Search,15,32.1,0,8
U01992,US,Android,Paid Social,3,12.6,0,0
U01993,AU,iOS,Referral,21,31.0,3,1
U01994,US,iOS,Organic,6,8.7,1,0
U01995,US,Web,Paid Search,25,28.9,2,6
U01996,CA,iOS,Paid Search,17,30.2,2,3
U01997,CA,Web,Referral,12,14.9,18,13
U01998,UK,iOS,Paid Social,4,5.3,2,3
U01999,US,Android,Paid Search,6,13.7,4,3
U02000,US,Android,Paid Search,2,12.5,0,2
U02001,US,Android,Organic,7,10.5,1,3
U02002,CA,Web,Paid Social,3,13.4,2,2
U02003,US,Web,Organic,17,16.4,12,10
U02004,UK,Android,Referral,4,9.0,0,1
U02005,IN,Android,Referral,2,14.8,2,1
U02006,UK,iOS,Paid Social,21,35.4,1,8
U02007,IN,Android,Organic,9,8.2,2,0
U02008,CA,Android,Referral,22,18.1,2,5
U02009,AU,Android,Paid Social,5,4.2,1,0
U02010,CA,Web,Referral,6,13.8,1,0
U02011,AU,Web,Paid Search,12,11.3,0,2
U02012,IN,Android,Paid Search,6,11.5,0,2
U02013,AU,iOS,Paid Social,9,13.5,9,9
U02014,IN,iOS,Referral,4,17.8,2,2
U02015,AU,Android,Paid Social,5,10.6,0,3
U02016,IN,Web,Paid Social,3,16.9,1,2
U02017,AU,Android,Paid Social,4,14.0,0,1
U02018,IN,iOS,Paid Search,19,18.2,13,17
U02019,UK,Web,Paid Social,8,11.3,1,2
U02020,US,Web,Paid Search,22,40.4,1,6
U02021,UK,Web,Paid Search,16,21.2,11,2
U02022,CA,Android,Referral,24,52.4,1,5
U02023,AU,Android,Paid Social,11,14.0,12,14
U02024,IN,Android,Referral,10,14.8,2,0
U02025,UK,iOS,Paid Search,4,15.1,1,2
U02026,UK,Web,Paid Social,7,7.9,0,0
U02027,IN,Web,Paid Search,19,29.0,2,3
U02028,AU,iOS,Paid Social,9,21.3,20,10
U02029,CA,iOS,Paid Social,5,8.8,0,0
U02030,CA,Web,Organic,20,45.1,3,3
U02031,CA,Web,Referral,7,14.7,0,0
U02032,IN,iOS,Organic,17,22.4,5,4
U02033,UK,Android,Paid Social,4,7.8,0,0
U02034,CA,Android,Organic,15,26.2,10,16
U02035,UK,Android,Paid Search,27,33.8,1,4
U02036,CA,iOS,Paid Social,4,19.2,0,0
U02037,CA,Web,Paid Social,5,9.5,1,2
U02038,AU,iOS,Paid Social,7,8.7,0,0
U02039,IN,Android,Organic,7,21.0,1,0
U02040,AU,Android,Referral,4,11.5,0,1
U02041,UK,Android,Referral,13,5.5,8,11
U02042,UK,iOS,Referral,24,35.8,4,6
U02043,IN,iOS,Organic,8,9.8,0,0
U02044,CA,Android,Paid Search,2,6.4,1,2
U02045,IN,Android,Organic,17,20.9,13,14
U02046,CA,Web,Referral,19,31.1,1,5
U02047,US,iOS,Organic,7,13.9,2,4
U02048,US,Web,Paid Search,25,27.2,0,5
U02049,IN,Android,Paid Social,6,6.9,1,3
U02050,US,Android,Paid Social,3,12.2,1,1
U02051,US,Android,Referral,4,15.4,1,0
U02052,UK,Web,Referral,4,13.2,3,1
U02053,CA,iOS,Paid Search,9,4.7,1,1
U02054,US,iOS,Organic,14,12.5,10,15
U02055,AU,Web,Paid Search,17,22.2,14,12
U02056,UK,iOS,Paid Search,22,23.1,2,6
U02057,CA,Web,Paid Social,3,6.6,1,2
U02058,UK,Web,Organic,10,11.5,1,0
U02059,AU,iOS,Paid Social,23,33.3,3,5
U02060,CA,iOS,Paid Social,6,17.1,2,0
U02061,IN,Web,Paid Search,10,10.9,2,0
U02062,IN,iOS,Paid Social,6,15.1,1,2
U02063,UK,iOS,Referral,22,15.9,14,7
U02064,IN,Web,Referral,7,18.5,1,1
U02065,CA,Android,Paid Social,4,12.2,2,3
U02066,AU,Web,Paid Social,22,25.7,1,7
U02067,AU,iOS,Organic,6,12.6,0,0
U02068,IN,Android,Referral,6,7.2,1,1
U02069,US,iOS,Organic,6,12.9,2,2
U02070,US,Web,Paid Social,2,11.5,1,1
U02071,US,Web,Referral,20,39.2,1,1
U02072,IN,Web,Paid Search,6,7.3,0,1
U02073,IN,Android,Paid Search,5,8.3,0,2
U02074,IN,iOS,Paid Social,11,24.7,8,17
U02075,CA,Android,Organic,7,25.6,9,6
U02076,US,Web,Paid Search,13,22.8,13,11
U02077,UK,iOS,Paid Search,6,16.5,1,0
U02078,CA,Web,Referral,4,13.0,0,1
U02079,CA,iOS,Organic,8,19.7,12,10
U02080,IN,Android,Organic,21,34.8,0,6
U02081,IN,Android,Paid Search,6,9.5,1,1
U02082,CA,Android,Paid Social,6,17.1,2,0
U02083,IN,Android,Paid Search,5,14.5,0,1
U02084,US,iOS,Organic,16,15.6,10,12
U02085,CA,iOS,Referral,4,9.1,0,0
U02086,CA,Android,Organic,5,20.1,0,1
U02087,CA,Android,Referral,6,17.1,1,0
U02088,IN,iOS,Referral,21,23.9,2,8
U02089,CA,Web,Referral,13,14.8,12,6
U02090,UK,Android,Organic,4,10.5,1,2
U02091,UK,iOS,Organic,32,20.7,2,6
U02092,US,Android,Paid Social,14,20.9,5,8
U02093,CA,iOS,Paid Search,9,14.2,1,1
U02094,CA,Android,Organic,3,11.7,1,0
U02095,IN,Android,Referral,4,19.5,0,0
U02096,AU,Web,Organic,21,16.6,1,7
U02097,AU,Web,Organic,19,41.4,2,7
U02098,CA,Web,Paid Search,18,18.3,3,13
U02099,US,Web,Organic,16,33.1,1,4
U02100,UK,Android,Referral,1,6.5,1,2
U02101,CA,Android,Paid Search,8,25.5,15,6
U02102,CA,Web,Paid Social,3,16.3,1,0
U02103,US,Web,Referral,7,8.9,1,0
U02104,US,Android,Referral,23,38.2,0,5
U02105,AU,iOS,Organic,17,10.5,2,7
U02106,CA,Web,Paid Social,4,11.6,1,1
U02107,CA,iOS,Paid Search,15,3.0,11,17
U02108,IN,Android,Paid Social,7,17.1,16,13
U02109,UK,iOS,Organic,5,10.4,0,1
U02110,IN,Web,Paid Social,16,20.5,11,5
U02111,IN,Web,Referral,8,7.6,1,1
U02112,UK,Web,Referral,6,21.8,3,0
U02113,CA,Web,Paid Social,7,17.5,0,1
U02114,AU,Web,Paid Social,7,21.2,16,13
U02115,UK,Android,Referral,22,48.3,0,7
U02116,US,iOS,Paid Social,5,10.6,3,1
U02117,CA,Android,Referral,10,11.7,2,2
U02118,UK,Android,Paid Social,19,35.6,2,5
U02119,UK,Android,Paid Search,4,6.2,2,2
U02120,UK,iOS,Paid Search,10,9.3,9,9
U02121,AU,iOS,Organic,7,16.8,5,10
U02122,IN,Android,Referral,8,15.0,2,0
U02123,IN,iOS,Paid Search,9,25.4,12,12
U02124,UK,Android,Referral,4,9.5,0,0
U02125,UK,Android,Paid Search,11,17.3,13,10
U02126,IN,Web,Organic,29,39.7,0,5
U02127,AU,iOS,Referral,18,34.6,3,6
U02128,CA,Web,Paid Search,3,5.5,0,0
U02129,IN,Android,Referral,18,22.8,15,14
U02130,UK,Android,Organic,9,10.7,2,0
U02131,AU,Android,Organic,6,11.2,4,0
U02132,AU,Web,Paid Search,5,15.3,0,1
U02133,UK,Web,Paid Social,30,16.3,3,6
U02134,US,Android,Organic,4,16.2,1,2
U02135,AU,Web,Paid Social,30,42.2,2,7
U02136,IN,Android,Organic,8,12.9,10,13
U02137,US,Android,Paid Search,11,3.0,4,1
U02138,CA,Web,Paid Social,29,40.7,3,6
U02139,IN,iOS,Referral,9,11.6,1,1
U02140,UK,Android,Organic,11,18.2,13,11
U02141,US,Android,Paid Search,17,23.4,5,9
U02142,IN,Web,Referral,3,11.2,1,0
U02143,AU,Web,Paid Social,15,41.9,3,7
U02144,UK,Web,Paid Search,4,18.5,3,1
U02145,US,Android,Referral,7,18.7,2,0
U02146,AU,iOS,Paid Search,13,29.1,9,18
U02147,UK,iOS,Paid Social,5,11.1,0,1
U02148,UK,iOS,Referral,6,9.5,1,0
U02149,US,Android,Organic,5,15.3,1,2
U02150,US,Web,Organic,13,14.7,9,11
U02151,US,iOS,Paid Search,9,9.6,0,1
U02152,IN,iOS,Organic,7,7.5,0,2
U02153,UK,iOS,Paid Social,21,32.2,4,2
U02154,CA,Android,Paid Social,15,5.2,7,9
U02155,AU,Web,Referral,5,10.3,2,1
U02156,US,Web,Referral,8,4.0,2,1
U02157,UK,Web,Referral,4,8.5,0,2
U02158,AU,Web,Paid Search,6,15.5,0,6
U02159,CA,iOS,Paid Search,9,12.2,2,1
U02160,AU,Web,Paid Social,19,42.9,0,7
U02161,CA,iOS,Paid Social,26,23.3,3,3
U02162,US,Android,Paid Search,17,48.8,2,3
U02163,IN,Android,Referral,7,10.8,0,3
U02164,CA,Android,Paid Search,12,22.3,12,12
U02165,US,Web,Referral,6,16.3,0,0
U02166,AU,Web,Paid Social,6,12.8,9,9
U02167,AU,iOS,Referral,22,37.1,0,7
U02168,AU,Web,Paid Search,5,10.9,2,0
U02169,IN,Android,Organic,24,25.7,2,2
U02170,UK,Web,Paid Social,5,14.9,1,1
U02171,CA,iOS,Paid Social,26,46.4,2,2
U02172,UK,Android,Paid Search,7,17.4,1,1
U02173,AU,Android,Paid Search,2,6.4,0,1
U02174,IN,iOS,Paid Social,15,15.7,13,7
U02175,US,Android,Paid Search,4,14.2,0,1
U02176,IN,iOS,Referral,17,6.6,10,10
U02177,UK,iOS,Referral,5,16.0,1,1
U02178,AU,Web,Referral,11,31.3,0,6
U02179,CA,Android,Organic,24,36.7,2,3
U02180,IN,Web,Paid Search,2,10.0,2,1
U02181,UK,Web,Referral,4,13.6,3,1
U02182,UK,iOS,Paid Social,7,15.5,1,0
U02183,US,iOS,Referral,7,10.6,0,0
U02184,CA,Web,Referral,6,5.1,0,2
U02185,UK,iOS,Paid Search,23,22.3,0,7
U02186,CA,Android,Paid Social,15,18.2,11,9
U02187,AU,Android,Organic,17,31.1,9,12
U02188,IN,Web,Paid Social,17,19.7,3,3
U02189,UK,Android,Referral,16,26.2,0,1
U02190,AU,Web,Organic,20,39.4,3,5
U02191,US,Android,Organic,8,10.6,0,0
U02192,CA,iOS,Organic,14,12.1,15,10
U02193,AU,Android,Organic,22,46.9,3,12
U02194,CA,iOS,Organic,27,34.1,1,8
U02195,CA,Web,Paid Search,6,9.8,1,2
U02196,UK,Android,Referral,9,14.5,1,0
U02197,CA,iOS,Organic,8,12.0,2,0
U02198,AU,iOS,Referral,12,15.5,10,6
U02199,US,Web,Paid Search,4,11.0,2,1
U02200,UK,Web,Paid Search,7,16.3,1,0
U02201,IN,Android,Paid Search,15,12.4,15,11
U02202,US,Android,Paid Social,6,4.5,0,2
U02203,AU,Android,Paid Social,3,14.7,1,1
U02204,UK,iOS,Organic,6,11.9,3,0
U02205,CA,Web,Paid Search,30,42.3,1,5
U02206,US,Android,Paid Social,15,16.8,13,10
U02207,UK,Android,Paid Search,11,16.6,2,2
U02208,IN,iOS,Paid Social,17,18.0,16,4
U02209,IN,Android,Paid Search,5,12.9,1,0
U02210,IN,iOS,Paid Social,12,21.7,14,10
U02211,UK,iOS,Referral,22,40.6,4,5
U02212,US,Web,Organic,17,25.8,9,16
U02213,CA,iOS,Organic,8,11.2,1,1
