user_id,event_date,plan,event_type
U01643,2024-12-07,Enterprise,upgrade
U01644,2024-09-03,Free,start
U01645,2024-12-27,Free,start
U01646,2024-12-17,Free,start
U01647,2024-04-03,Free,start
U01647,2024-06-21,Pro,upgrade
U01648,2024-02-08,Basic,start
U01648,2024-04-19,Pro,upgrade
U01649,2024-03-24,Free,start
U01650,2024-12-07,Basic,start
U01650,2025-03-19,Pro,upgrade
U01650,2025-09-08,Enterprise,upgrade
U01651,2024-02-13,Free,start
U01652,2024-03-14,Basic,start
U01653,2024-06-04,Free,start
U01654,2024-06-19,Free,start
U01655,2024-06-18,Free,start
U01656,2024-11-17,Free,start
U01656,2025-04-18,Basic,upgrade
U01657,2024-03-31,Free,start
U01658,2024-06-03,Free,start
U01658,2024-07-04,Basic,upgrade
U01659,2024-12-29,Free,start
U01660,2024-01-10,Pro,start
U01661,2024-09-04,Enterprise,start
U01662,2024-02-03,Enterprise,start
U01663,2024-06-08,Free,start
U01663,2024-09-13,Basic,upgrade
U01664,2024-11-22,Free,start
U01665,2024-04-26,Free,start
U01666,2024-04-08,Pro,start
U01667,2024-03-31,Free,start
U01668,2024-01-17,Basic,start
U01669,2024-04-25,Free,start
U01669,2024-09-14,Pro,upgrade
U01670,2024-06-29,Free,start
U01670,2024-09-29,Basic,upgrade
U01671,2024-11-19,Basic,start
U01671,2025-04-29,Pro,upgrade
U01671,2025-07-15,Enterprise,upgrade
U01672,2024-09-13,Free,start
U01672,2025-01-19,Basic,upgrade
U01673,2024-12-30,Pro,start
U01674,2024-12-08,Free,start
U01675,2024-07-21,Basic,start
U01676,2024-07-11,Free,start
U01677,2024-12-19,Free,start
U01677,2025-05-10,Basic,upgrade
U01678,2024-08-08,Free,start
U01679,2024-09-12,Free,start
U01680,2024-05-28,Free,start
U01680,2024-08-27,Basic,upgrade
U01681,2024-10-08,Basic,start
U01681,2025-01-13,Pro,upgrade
U01682,2024-04-18,Free,start
U01682,2024-07-11,Basic,upgrade
U01683,2024-10-29,Pro,start
U01684,2024-06-02,Pro,start
U01685,2024-05-11,Basic,start
U01685,2024-09-02,Pro,upgrade
U01685,2024-12-23,Enterprise,upgrade
U01686,2024-03-24,Free,start
U01686,2024-06-17,Pro,upgrade
U01687,2024-04-25,Free,start
U01688,2024-02-10,Free,start
U01688,2024-07-10,Basic,upgrade
U01689,2024-04-21,Basic,start
U01689,2024-07-29,Pro,upgrade
U01690,2024-11-19,Free,start
U01690,2025-04-15,Pro,upgrade
U01691,2024-07-13,Free,start
U01692,2024-10-09,Basic,start
U01692,2025-01-26,Pro,upgrade
U01692,2025-07-08,Enterprise,upgrade
U01693,2024-07-07,Basic,start
U01693,2024-09-07,Pro,upgrade
U01694,2024-01-24,Free,start
U01695,2024-01-04,Free,start
U01696,2024-06-29,Free,start
U01696,2024-07-29,Pro,upgrade
U01696,2024-09-30,Enterprise,upgrade
U01697,2024-10-05,Pro,start
U01698,2024-12-16,Free,start
U01699,2024-11-13,Free,start
U01700,2024-09-05,Free,start
U01701,2024-11-21,Free,start
U01702,2024-05-17,Free,start
U01703,2024-04-12,Free,start
U01704,2024-11-12,Free,start
U01704,2025-04-12,Basic,upgrade
U01705,2024-06-27,Free,start
U01706,2024-11-27,Free,start
U01707,2024-08-26,Free,start
U01708,2024-12-08,Free,start
U01708,2025-02-10,Basic,upgrade
U01709,2024-01-30,Free,start
U01709,2024-04-27,Basic,upgrade
U01709,2024-08-20,Pro,upgrade
U01710,2024-01-25,Free,start
U01711,2024-07-24,Free,start
U01711,2025-01-18,Pro,upgrade
U01712,2024-02-16,Basic,start
U01712,2024-06-20,Pro,upgrade
U01713,2024-02-08,Free,start
U01714,2024-01-22,Free,start
U01715,2024-05-28,Free,start
U01716,2024-09-28,Free,start
U01716,2025-02-18,Basic,upgrade
U01717,2024-10-13,Basic,start
U01718,2024-02-01,Free,start
U01719,2024-09-11,Free,start
U01720,2024-05-18,Free,start
U01721,2024-08-01,Free,start
U01722,2024-11-19,Pro,start
U01722,2025-01-22,Enterprise,upgrade
U01723,2024-04-20,Basic,start
U01724,2024-12-22,Free,start
U01725,2024-11-16,Basic,start
U01726,2024-02-20,Free,start
U01726,2024-05-07,Pro,upgrade
U01727,2024-03-28,Free,start
U01728,2024-09-27,Basic,start
U01729,2024-07-16,Pro,start
U01730,2024-06-15,Basic,start
U01730,2024-09-11,Pro,upgrade
U01731,2024-11-08,Free,start
U01731,2025-02-19,Pro,upgrade
U01732,2024-09-07,Free,start
U01733,2024-03-13,Free,start
U01734,2024-09-18,Free,start
U01735,2024-09-01,Basic,start
U01735,2024-12-17,Pro,upgrade
U01736,2024-03-03,Basic,start
U01736,2024-07-03,Pro,upgrade
U01737,2024-06-23,Free,start
U01738,2024-07-10,Free,start
U01739,2024-09-27,Free,start
U01740,2024-12-17,Basic,start
U01741,2024-12-04,Basic,start
U01741,2025-01-11,Pro,upgrade
U01741,2025-02-28,Enterprise,upgrade
U01742,2024-03-18,Basic,start
U01742,2024-08-08,Pro,upgrade
U01743,2024-09-26,Basic,start
U01743,2024-12-25,Pro,upgrade
U01743,2025-02-05,Enterprise,upgrade
U01744,2024-09-03,Free,start
U01745,2024-11-10,Free,start
U01746,2024-06-16,Free,start
U01747,2024-07-11,Free,start
U01748,2024-12-01,Basic,start
U01748,2025-02-05,Pro,upgrade
U01749,2024-01-13,Pro,start
U01750,2024-05-26,Free,start
U01751,2024-02-12,Basic,start
U01752,2024-05-27,Free,start
U01752,2024-08-09,Basic,upgrade
U01753,2024-05-30,Free,start
U01753,2024-09-22,Pro,upgrade
U01753,2024-10-22,Enterprise,upgrade
U01754,2024-01-22,Free,start
U01754,2024-03-10,Pro,upgrade
U01755,2024-11-23,Free,start
U01756,2024-04-23,Basic,start
U01757,2024-03-23,Free,start
U01758,2024-11-23,Free,start
U01759,2024-04-22,Free,start
U01760,2024-02-22,Free,start
U01761,2024-10-09,Free,start
U01762,2024-04-06,Free,start
U01763,2024-11-29,Free,start
U01763,2025-03-01,Pro,upgrade
U01764,2024-02-28,Free,start
U01764,2024-04-21,Pro,upgrade
U01764,2024-09-07,Enterprise,upgrade
U01765,2024-02-19,Free,start
U01766,2024-01-19,Free,start
U01766,2024-05-07,Basic,upgrade
U01767,2024-02-16,Free,start
U01768,2024-10-15,Free,start
U01769,2024-06-30,Basic,start
U01769,2024-10-06,Pro,upgrade
U01770,2024-08-02,Free,start
U01771,2024-05-07,Basic,start
U01772,2024-09-04,Enterprise,start
U01773,2024-10-06,Free,start
U01774,2024-07-20,Pro,start
U01775,2024-08-05,Free,start
U01776,2024-07-20,Free,start
U01777,2024-01-06,Free,start
U01778,2024-11-13,Free,start
U01779,2024-03-22,Basic,start
U01780,2024-08-06,Free,start
U01780,2024-12-30,Basic,upgrade
U01781,2024-03-11,Free,start
U01781,2024-07-26,Pro,upgrade
U01782,2024-09-22,Free,start
U01782,2025-03-12,Basic,upgrade
U01783,2024-10-17,Free,start
U01784,2024-05-03,Free,start
U01785,2024-06-14,Pro,start
U01786,2024-10-21,Free,start
U01787,2024-08-17,Free,start
U01787,2024-11-13,Basic,upgrade
U01787,2025-01-05,Pro,upgrade
U01788,2024-02-10,Free,start
U01788,2024-05-29,Pro,upgrade
U01789,2024-04-17,Free,start
U01790,2024-11-17,Free,start
U01791,2024-10-16,Basic,start
U01792,2024-05-13,Free,start
U01793,2024-09-22,Free,start
U01794,2024-12-17,Free,start
U01794,2025-03-08,Basic,upgrade
U01795,2024-08-20,Free,start
U01796,2024-02-28,Free,start
U01797,2024-03-05,Free,start
U01798,2024-09-22,Free,start
U01798,2024-11-17,Basic,upgrade
U01799,2024-11-10,Basic,start
U01799,2024-12-27,Pro,upgrade
U01800,2024-02-17,Free,start
U01801,2024-09-04,Free,start
U01801,2025-01-03,Basic,upgrade
U01802,2024-04-07,Free,start
U01803,2024-10-10,Free,start
U01803,2025-03-23,Pro,upgrade
U01804,2024-10-27,Free,start
U01805,2024-10-31,Free,start
U01806,2024-03-23,Pro,start
U01806,2024-08-11,Enterprise,upgrade
U01807,2024-03-13,Basic,start
U01808,2024-04-15,Basic,start
U01809,2024-09-18,Pro,start
U01810,2024-05-24,Free,start
U01811,2024-10-09,Free,start
U01812,2024-08-31,Basic,start
U01813,2024-05-06,Basic,start
U01814,2024-09-27,Basic,start
U01815,2024-03-13,Free,start
U01816,2024-09-04,Free,start
U01817,2024-02-12,Free,start
U01817,2024-04-18,Basic,upgrade
U01817,2024-06-24,Pro,upgrade
U01818,2024-06-18,Basic,start
U01819,2024-06-16,Free,start
U01819,2024-08-31,Pro,upgrade
U01820,2024-09-01,Basic,start
U01821,2024-02-16,Free,start
U01822,2024-08-12,Free,start
U01823,2024-03-09,Free,start
U01823,2024-08-16,Basic,upgrade
U01824,2024-10-16,Free,start
U01825,2024-03-01,Free,start
U01826,2024-11-13,Free,start
U01827,2024-11-26,Free,start
U01828,2024-04-03,Pro,start
U01829,2024-05-17,Pro,start
U01829,2024-10-16,Enterprise,upgrade
U01830,2024-05-06,Basic,start
U01831,2024-11-14,Free,start
U01831,2024-12-24,Basic,upgrade
U01831,2025-02-23,Pro,upgrade
U01832,2024-06-22,Free,start
U01833,2024-12-23,Basic,start
U01833,2025-06-01,Pro,upgrade
U01834,2024-03-31,Free,start
U01835,2024-06-27,Basic,start
U01836,2024-07-27,Pro,start
U01836,2024-09-21,Enterprise,upgrade
U01837,2024-04-16,Free,start
U01837,2024-08-15,Basic,upgrade
U01838,2024-10-10,Pro,start
U01838,2025-03-30,Enterprise,upgrade
U01839,2024-02-06,Free,start
U01840,2024-02-25,Basic,start
U01840,2024-06-13,Pro,upgrade
U01841,2024-09-14,Free,start
U01842,2024-12-28,Free,start
U01843,2024-08-17,Free,start
U01844,2024-04-23,Free,start
U01845,2024-02-06,Basic,start
U01846,2024-01-18,Basic,start
U01847,2024-05-29,Basic,start
U01847,2024-09-23,Pro,upgrade
U01848,2024-07-04,Free,start
U01848,2024-09-11,Basic,upgrade
U01849,2024-09-16,Free,start
U01850,2024-05-14,Free,start
U01851,2024-11-05,Free,start
U01851,2025-04-10,Basic,upgrade
U01852,2024-07-25,Free,start
U01852,2024-10-17,Pro,upgrade
U01852,2024-12-03,Enterprise,upgrade
U01853,2024-01-03,Free,start
U01853,2024-03-17,Pro,upgrade
U01854,2024-08-29,Free,start
U01855,2024-04-11,Free,start
U01856,2024-05-12,Basic,start
U01857,2024-12-13,Free,start
U01858,2024-04-18,Basic,start
U01858,2024-06-15,Pro,upgrade
U01858,2024-09-29,Enterprise,upgrade
U01859,2024-03-23,Free,start
U01859,2024-05-06,Pro,upgrade
U01860,2024-03-09,Free,start
U01860,2024-06-17,Basic,upgrade
U01861,2024-05-19,Free,start
U01861,2024-09-01,Pro,upgrade
U01861,2024-11-30,Enterprise,upgrade
U01862,2024-11-07,Free,start
U01862,2025-04-11,Pro,upgrade
U01862,2025-07-17,Enterprise,upgrade
U01863,2024-06-01,Free,start
U01864,2024-11-14,Free,start
U01864,2024-12-16,Basic,upgrade
U01865,2024-12-09,Basic,start
U01865,2025-05-10,Pro,upgrade
U01866,2024-11-06,Free,start
U01866,2025-02-03,Basic,upgrade
U01867,2024-02-24,Pro,start
U01867,2024-06-17,Enterprise,upgrade
U01868,2024-02-05,Free,start
U01869,2024-06-25,Free,start
U01870,2024-10-21,Free,start
U01871,2024-07-31,Pro,start
U01871,2024-10-16,Enterprise,upgrade
U01872,2024-01-06,Free,start
U01873,2024-02-04,Free,start
U01874,2024-04-27,Basic,start
U01874,2024-06-10,Pro,upgrade
U01875,2024-03-27,Basic,start
U01876,2024-11-08,Free,start
U01877,2024-10-11,Free,start
U01877,2024-12-05,Pro,upgrade
U01878,2024-03-27,Free,start
U01879,2024-02-15,Free,start
U01880,2024-04-21,Free,start
U01881,2024-09-03,Free,start
U01882,2024-05-13,Basic,start
U01883,2024-04-03,Free,start
U01883,2024-06-14,Basic,upgrade
U01884,2024-10-15,Free,start
U01885,2024-05-05,Free,start
U01885,2024-10-23,Basic,upgrade
U01886,2024-05-01,Free,start
U01887,2024-04-24,Free,start
U01888,2024-07-19,Free,start
U01889,2024-01-11,Free,start
U01890,2024-09-03,Free,start
U01891,2024-05-06,Free,start
U01892,2024-05-31,Free,start
U01893,2024-05-16,Free,start
U01894,2024-01-19,Free,start
U01895,2024-06-23,Basic,start
U01896,2024-12-19,Free,start
U01897,2024-09-02,Free,start
U01897,2025-01-02,Basic,upgrade
U01897,2025-06-06,Pro,upgrade
U01898,2024-04-02,Free,start
U01898,2024-05-15,Basic,upgrade
U01899,2024-07-23,Free,start
U01900,2024-09-01,Free,start
U01901,2024-10-21,Free,start
U01901,2025-02-20,Basic,upgrade
U01902,2024-10-08,Free,start
U01903,2024-09-25,Free,start
U01904,2024-10-31,Free,start
U01905,2024-11-09,Free,start
U01906,2024-11-04,Basic,start
U01906,2025-03-30,Pro,upgrade
U01907,2024-03-02,Basic,start
U01908,2024-01-25,Free,start
U01909,2024-07-25,Pro,start
U01909,2024-11-11,Enterprise,upgrade
U01910,2024-10-08,Free,start
U01911,2024-01-25,Basic,start
U01911,2024-02-25,Pro,upgrade
U01912,2024-03-13,Free,start
U01913,2024-11-16,Free,start
U01913,2025-03-07,Basic,upgrade
U01914,2024-03-26,Basic,start
U01914,2024-05-20,Pro,upgrade
U01914,2024-10-27,Enterprise,upgrade
U01915,2024-12-29,Free,start
U01916,2024-08-20,Free,start
U01916,2025-02-10,Basic,upgrade
U01917,2024-12-04,Basic,start
U01918,2024-09-27,Free,start
U01919,2024-06-29,Free,start
U01920,2024-02-26,Basic,start
U01921,2024-02-17,Free,start
U01922,2024-05-15,Basic,start
U01922,2024-06-17,Pro,upgrade
U01923,2024-07-22,Free,start
U01924,2024-12-25,Pro,start
U01924,2025-04-08,Enterprise,upgrade
U01925,2024-08-07,Free,start
U01926,2024-02-18,Free,start
U01926,2024-05-22,Pro,upgrade
U01927,2024-11-17,Free,start
U01928,2024-11-30,Free,start
U01929,2024-08-08,Free,start
U01930,2024-08-08,Free,start
U01930,2024-11-09,Pro,upgrade
U01931,2024-01-03,Free,start
U01931,2024-04-15,Pro,upgrade
U01932,2024-11-15,Free,start
U01933,2024-03-02,Free,start
U01934,2024-02-29,Basic,start
U01935,2024-05-01,Free,start
U01935,2024-08-10,Pro,upgrade
U01936,2024-04-05,Free,start
U01937,2024-08-22,Basic,start
U01938,2024-09-12,Free,start
U01939,2024-12-13,Free,start
U01939,2025-04-28,Pro,upgrade
U01940,2024-11-12,Free,start
U01941,2024-02-17,Free,start
U01942,2024-05-15,Free,start
U01943,2024-11-09,Basic,start
U01944,2024-11-13,Basic,start
U01944,2024-12-31,Pro,upgrade
U01945,2024-11-09,Basic,start
U01945,2025-04-15,Pro,upgrade
U01946,2024-12-20,Free,start
U01947,2024-07-10,Basic,start
U01948,2024-02-28,Free,start
U01949,2024-09-21,Free,start
U01950,2024-08-02,Free,start
U01951,2024-10-03,Free,start
U01952,2024-10-18,Basic,start
U01953,2024-09-01,Free,start
U01954,2024-11-27,Free,start
U01955,2024-09-25,Basic,start
U01956,2024-01-16,Free,start
U01957,2024-02-28,Free,start
U01957,2024-03-29,Pro,upgrade
U01958,2024-08-24,Free,start
U01958,2024-11-05,Basic,upgrade
U01959,2024-04-03,Basic,start
U01959,2024-07-19,Pro,upgrade
U01959,2024-09-11,Enterprise,upgrade
U01960,2024-05-17,Free,start
U01961,2024-07-25,Free,start
U01962,2024-08-05,Free,start
U01962,2024-09-13,Pro,upgrade
U01963,2024-12-11,Free,start
U01964,2024-11-13,Basic,start
U01965,2024-03-02,Free,start
U01965,2024-04-08,Pro,upgrade
U01966,2024-08-26,Free,start
U01966,2024-10-09,Basic,upgrade
U01967,2024-08-09,Free,start
U01967,2024-10-05,Basic,upgrade
U01967,2024-11-07,Pro,upgrade
U01968,2024-06-21,Basic,start
U01969,2024-04-19,Free,start
U01969,2024-06-18,Basic,upgrade
U01969,2024-10-06,Pro,upgrade
U01970,2024-12-21,Basic,start
U01971,2024-03-14,Free,start
U01971,2024-04-25,Pro,upgrade
U01972,2024-07-25,Basic,start
U01972,2025-01-13,Pro,upgrade
U01973,2024-10-05,Enterprise,start
U01974,2024-12-05,Basic,start
U01975,2024-12-05,Free,start
U01976,2024-01-28,Free,start
U01977,2024-06-13,Free,start
U01977,2024-08-15,Basic,upgrade
U01978,2024-03-10,Free,start
U01978,2024-08-26,Basic,upgrade
U01978,2024-12-07,Pro,upgrade
U01979,2024-04-05,Free,start
U01979,2024-07-10,Pro,upgrade
U01979,2024-10-23,Enterprise,upgrade
U01980,2024-01-05,Free,start
U01981,2024-10-28,Free,start
U01982,2024-08-04,Pro,start
U01983,2024-07-05,Free,start
U01983,2024-11-19,Basic,upgrade
U01984,2024-09-11,Pro,start
U01985,2024-04-13,Free,start
U01986,2024-09-14,Basic,start
U01986,2025-01-22,Pro,upgrade
U01987,2024-06-30,Basic,start
U01987,2024-09-15,Pro,upgrade
U01988,2024-02-07,Free,start
U01989,2024-10-02,Pro,start
U01990,2024-10-13,Basic,start
U01991,2024-03-01,Basic,start
U01992,2024-12-30,Free,start
U01993,2024-12-16,Free,start
U01994,2024-09-09,Free,start
U01994,2025-02-15,Basic,upgrade
U01994,2025-04-15,Pro,upgrade
U01995,2024-10-17,Free,start
U01996,2024-07-05,Basic,start
U01997,2024-10-30,Free,start
U01998,2024-03-26,Free,start
U01998,2024-09-10,Pro,upgrade
U01998,2024-12-22,Enterprise,upgrade
U01999,2024-04-23,Basic,start
U01999,2024-06-11,Pro,upgrade
U02000,2024-12-21,Free,start
U02001,2024-07-25,Free,start
U02002,2024-12-20,Pro,start
U02002,2025-01-26,Enterprise,upgrade
U02003,2024-07-15,Basic,start
U02004,2024-05-17,Free,start
U02004,2024-07-08,Basic,upgrade
U02005,2024-03-08,Enterprise,start
U02006,2024-01-19,Free,start
U02006,2024-06-11,Basic,upgrade
U02006,2024-08-31,Pro,upgrade
U02007,2024-03-14,Free,start
U02008,2024-06-01,Free,start
U02009,2024-07-29,Basic,start
U02010,2024-05-18,Pro,start
U02011,2024-07-01,Free,start
U02012,2024-07-09,Free,start
U02012,2024-10-24,Basic,upgrade
U02013,2024-02-20,Free,start
U02014,2024-02-19,Free,start
U02014,2024-07-17,Pro,upgrade
U02015,2024-04-22,Free,start
U02016,2024-06-14,Free,start
U02017,2024-07-21,Pro,start
U02017,2024-11-19,Enterprise,upgrade
U02018,2024-07-07,Free,start
U02018,2025-01-02,Pro,upgrade
U02018,2025-04-18,Enterprise,upgrade
U02019,2024-02-24,Basic,start
U02019,2024-08-08,Pro,upgrade
U02019,2024-11-04,Enterprise,upgrade
U02020,2024-03-15,Free,start
U02021,2024-05-12,Free,start
U02022,2024-02-28,Free,start
U02023,2024-06-30,Free,start
U02023,2024-08-03,Pro,upgrade
U02023,2024-09-15,Enterprise,upgrade
U02024,2024-12-04,Basic,start
U02024,2025-04-18,Pro,upgrade
U02025,2024-11-22,Free,start
U02025,2025-04-09,Basic,upgrade
U02026,2024-05-22,Free,start
U02027,2024-08-01,Free,start
U02027,2024-10-22,Pro,upgrade
U02027,2024-11-25,Enterprise,upgrade
U02028,2024-07-27,Basic,start
U02029,2024-05-21,Free,start
U02030,2024-04-21,Free,start
U02031,2024-02-28,Free,start
U02032,2024-09-24,Free,start
U02032,2025-02-11,Pro,upgrade
U02033,2024-01-20,Pro,start
U02033,2024-02-24,Enterprise,upgrade
U02034,2024-05-10,Free,start
U02035,2024-03-30,Free,start
U02036,2024-11-17,Free,start
U02037,2024-08-17,Free,start
U02038,2024-01-26,Basic,start
U02039,2024-12-29,Free,start
U02040,2024-05-29,Basic,start
U02040,2024-10-29,Pro,upgrade
U02041,2024-01-29,Free,start
U02042,2024-07-27,Free,start
U02042,2024-11-11,Pro,upgrade
U02043,2024-04-25,Free,start
U02043,2024-09-12,Pro,upgrade
U02044,2024-11-13,Free,start
U02045,2024-02-14,Pro,start
U02045,2024-04-07,Enterprise,upgrade
U02046,2024-06-03,Basic,start
U02047,2024-03-28,Pro,start
U02047,2024-08-08,Enterprise,upgrade
U02048,2024-03-13,Enterprise,start
U02049,2024-07-30,Free,start
U02050,2024-08-26,Free,start
U02050,2024-10-26,Pro,upgrade
U02051,2024-11-08,Free,start
U02052,2024-04-04,Basic,start
U02052,2024-09-08,Pro,upgrade
U02052,2024-11-03,Enterprise,upgrade
U02053,2024-10-02,Free,start
U02053,2025-03-07,Pro,upgrade
U02054,2024-11-04,Pro,start
U02054,2025-02-18,Enterprise,upgrade
U02055,2024-09-29,Basic,start
U02056,2024-12-15,Free,start
U02057,2024-01-11,Basic,start
U02057,2024-06-04,Pro,upgrade
U02058,2024-03-11,Free,start
U02059,2024-10-16,Free,start
U02059,2025-03-22,Pro,upgrade
U02059,2025-04-25,Enterprise,upgrade
U02060,2024-02-19,Free,start
U02061,2024-02-21,Free,start
U02062,2024-03-24,Pro,start
U02063,2024-05-05,Free,start
U02063,2024-08-28,Basic,upgrade
U02064,2024-03-12,Free,start
U02064,2024-05-26,Pro,upgrade
U02065,2024-02-25,Free,start
U02066,2024-04-19,Free,start
U02067,2024-04-02,Free,start
U02067,2024-05-27,Pro,upgrade
U02068,2024-02-29,Basic,start
U02069,2024-01-28,Free,start
U02069,2024-05-21,Pro,upgrade
U02070,2024-05-04,Free,start
U02071,2024-02-05,Free,start
U02072,2024-03-26,Pro,start
U02073,2024-12-03,Free,start
U02074,2024-12-09,Free,start
U02074,2025-05-01,Basic,upgrade
U02074,2025-08-13,Pro,upgrade
U02075,2024-10-04,Free,start
U02076,2024-01-11,Free,start
U02076,2024-03-27,Basic,upgrade
U02077,2024-04-05,Free,start
U02077,2024-08-21,Basic,upgrade
U02078,2024-07-10,Free,start
U02078,2024-10-26,Pro,upgrade
U02079,2024-05-07,Free,start
U02080,2024-12-20,Free,start
U02081,2024-11-11,Free,start
U02082,2024-05-24,Free,start
U02082,2024-08-25,Pro,upgrade
U02083,2024-08-10,Free,start
U02084,2024-11-08,Basic,start
U02085,2024-06-29,Free,start
U02086,2024-09-21,Free,start
U02086,2025-02-02,Basic,upgrade
U02086,2025-05-29,Pro,upgrade
U02087,2024-03-29,Free,start
U02088,2024-04-15,Free,start
U02088,2024-10-02,Pro,upgrade
U02089,2024-11-14,Free,start
U02089,2025-04-07,Pro,upgrade
U02090,2024-01-13,Enterprise,start
U02091,2024-02-09,Free,start
U02092,2024-08-06,Free,start
U02093,2024-11-28,Basic,start
U02093,2025-01-22,Pro,upgrade
U02094,2024-11-27,Free,start
U02094,2025-01-09,Pro,upgrade
U02095,2024-07-29,Free,start
U02095,2024-11-30,Pro,upgrade
U02095,2025-02-28,Enterprise,upgrade
U02096,2024-09-05,Basic,start
U02097,2024-01-18,Free,start
U02098,2024-10-21,Free,start
U02099,2024-12-10,Free,start
U02100,2024-12-30,Pro,start
U02100,2025-03-06,Enterprise,upgrade
U02101,2024-08-16,Free,start
U02102,2024-03-17,Free,start
U02103,2024-12-11,Basic,start
U02104,2024-11-05,Free,start
U02104,2025-04-17,Pro,upgrade
U02105,2024-02-08,Pro,start
U02106,2024-11-28,Free,start
U02106,2025-04-06,Basic,upgrade
U02107,2024-07-09,Free,start
U02107,2024-12-13,Pro,upgrade
U02107,2025-02-20,Enterprise,upgrade
U02108,2024-08-07,Free,start
U02108,2024-12-18,Pro,upgrade
U02109,2024-05-10,Free,start
U02110,2024-08-13,Pro,start
U02111,2024-04-05,Pro,start
U02111,2024-05-26,Enterprise,upgrade
U02112,2024-07-18,Free,start
U02113,2024-11-13,Free,start
U02113,2025-03-08,Basic,upgrade
U02114,2024-07-24,Free,start
U02115,2024-09-12,Free,start
U02116,2024-06-25,Basic,start
U02116,2024-09-24,Pro,upgrade
U02117,2024-12-14,Basic,start
U02117,2025-01-19,Pro,upgrade
U02118,2024-07-08,Enterprise,start
U02119,2024-05-06,Free,start
U02120,2024-09-10,Free,start
U02120,2025-02-19,Pro,upgrade
U02120,2025-06-15,Enterprise,upgrade
U02121,2024-03-24,Free,start
U02122,2024-01-13,Free,start
U02122,2024-05-28,Basic,upgrade
U02122,2024-09-23,Pro,upgrade
U02123,2024-04-23,Free,start
U02124,2024-07-23,Free,start
U02125,2024-09-29,Free,start
U02126,2024-11-23,Pro,start
U02127,2024-04-18,Pro,start
U02127,2024-07-24,Enterprise,upgrade
U02128,2024-11-23,Free,start
U02129,2024-04-20,Pro,start
U02129,2024-08-20,Enterprise,upgrade
U02130,2024-08-16,Free,start
U02131,2024-07-07,Free,start
U02132,2024-01-02,Basic,start
U02132,2024-04-17,Pro,upgrade
U02133,2024-10-12,Enterprise,start
U02134,2024-04-05,Free,start
U02134,2024-09-01,Basic,upgrade
U02135,2024-08-25,Basic,start
U02136,2024-09-25,Free,start
U02136,2025-01-10,Pro,upgrade
U02137,2024-04-03,Free,start
U02138,2024-02-24,Free,start
U02139,2024-04-25,Free,start
U02140,2024-06-28,Free,start
U02141,2024-02-22,Free,start
U02142,2024-06-28,Free,start
U02143,2024-11-08,Free,start
U02144,2024-06-30,Enterprise,start
U02145,2024-02-13,Free,start
U02145,2024-06-06,Basic,upgrade
U02146,2024-04-07,Free,start
U02147,2024-10-14,Free,start
U02148,2024-08-24,Free,start
U02148,2024-12-10,Pro,upgrade
U02149,2024-03-12,Pro,start
U02150,2024-09-24,Free,start
U02151,2024-08-19,Free,start
U02152,2024-05-18,Free,start
U02153,2024-12-16,Basic,start
U02154,2024-08-08,Basic,start
U02154,2024-11-14,Pro,upgrade
U02155,2024-02-25,Free,start
U02155,2024-08-17,Pro,upgrade
U02155,2025-01-22,Enterprise,upgrade
U02156,2024-04-11,Free,start
U02156,2024-05-16,Basic,upgrade
U02157,2024-07-10,Free,start
U02157,2024-12-24,Basic,upgrade
U02158,2024-07-18,Basic,start
U02159,2024-08-14,Free,start
U02160,2024-12-09,Free,start
U02160,2025-03-05,Pro,upgrade
U02161,2024-04-24,Free,start
U02162,2024-04-13,Pro,start
U02163,2024-06-04,Free,start
U02163,2024-07-29,Basic,upgrade
U02163,2024-09-15,Pro,upgrade
U02164,2024-01-06,Free,start
U02165,2024-01-28,Basic,start
U02166,2024-04-28,Free,start
U02167,2024-08-31,Basic,start
U02167,2024-12-19,Pro,upgrade
U02168,2024-08-05,Pro,start
U02169,2024-06-12,Pro,start
U02170,2024-11-03,Free,start
U02170,2024-12-24,Basic,upgrade
U02171,2024-04-14,Free,start
U02172,2024-07-06,Enterprise,start
U02173,2024-07-04,Free,start
U02174,2024-08-25,Free,start
U02175,2024-10-10,Free,start
U02176,2024-07-28,Enterprise,start
U02177,2024-04-06,Pro,start
U02178,2024-07-26,Free,start
U02179,2024-05-16,Free,start
U02180,2024-07-02,Free,start
U02180,2024-09-23,Basic,upgrade
U02181,2024-05-21,Free,start
U02182,2024-10-16,Free,start
U02183,2024-04-27,Free,start
U02184,2024-10-08,Free,start
U02184,2024-12-22,Pro,upgrade
U02184,2025-02-28,Enterprise,upgrade
U02185,2024-12-25,Free,start
U02186,2024-11-18,Free,start
U02187,2024-07-13,Basic,start
U02188,2024-04-22,Free,start
U02189,2024-04-14,Free,start
U02189,2024-10-01,Pro,upgrade
U02190,2024-10-08,Basic,start
U02191,2024-12-16,Free,start
U02192,2024-05-19,Pro,start
U02192,2024-09-11,Enterprise,upgrade
U02193,2024-03-27,Free,start
U02194,2024-05-08,Free,start
U02195,2024-03-06,Free,start
U02196,2024-05-28,Free,start
U02197,2024-04-25,Free,start
U02197,2024-09-22,Basic,upgrade
U02198,2024-10-20,Free,start
U02199,2024-09-06,Free,start
U02200,2024-10-28,Free,start
U02201,2024-03-10,Pro,start
U02202,2024-04-21,Free,start
U02203,2024-03-31,Pro,start
U02204,2024-08-14,Free,start
