user_id,signup_date,initial_plan
U02921,2024-10-30,Free
U02922,2024-03-24,Basic
U02923,2024-02-15,Free
U02924,2024-09-24,Basic
U02925,2024-04-09,Free
U02926,2024-12-04,Free
U02927,2024-08-25,Free
U02928,2024-07-10,Free
U02929,2024-01-18,Free
U02930,2024-05-02,Free
U02931,2024-02-20,Free
U02932,2024-02-17,Free
U02933,2024-03-24,Basic
U02934,2024-04-16,Free
U02935,2024-05-14,Basic
U02936,2024-01-11,Free
U02937,2024-03-09,Basic
U02938,2024-10-19,Free
U02939,2024-04-02,Free
U02940,2024-06-02,Free
U02941,2024-05-28,Basic
U02942,2024-11-23,Pro
U02943,2024-02-04,Free
U02944,2024-01-14,Free
U02945,2024-10-20,Free
U02946,2024-08-25,Free
U02947,2024-01-10,Basic
U02948,2024-05-24,Basic
U02949,2024-08-10,Free
U02950,2024-09-24,Free
U02951,2024-12-19,Free
U02952,2024-08-01,Pro
U02953,2024-12-03,Basic
U02954,2024-05-09,Free
U02955,2024-11-25,Free
U02956,2024-05-04,Free
U02957,2024-05-19,Free
U02958,2024-01-08,Free
U02959,2024-05-03,Free
U02960,2024-01-10,Basic
U02961,2024-04-21,Free
U02962,2024-12-27,Free
U02963,2024-01-14,Basic
U02964,2024-08-29,Free
U02965,2024-05-28,Free
U02966,2024-06-15,Pro
U02967,2024-12-08,Free
U02968,2024-05-08,Basic
U02969,2024-10-20,Free
U02970,2024-02-13,Free
U02971,2024-11-25,Pro
U02972,2024-05-24,Free
U02973,2024-10-20,Free
U02974,2024-09-22,Free
U02975,2024-09-04,Free
U02976,2024-02-26,Free
U02977,2024-10-15,Free
U02978,2024-08-07,Free
U02979,2024-12-17,Basic
U02980,2024-10-24,Free
U02981,2024-04-19,Basic
U02982,2024-02-01,Enterprise
U02983,2024-01-25,Free
U02984,2024-08-13,Free
U02985,2024-08-19,Basic
U02986,2024-10-13,Free
U02987,2024-08-19,Pro
U02988,2024-09-14,Free
U02989,2024-08-16,Free
U02990,2024-10-17,Basic
U02991,2024-09-02,Free
U02992,2024-09-10,Free
U02993,2024-01-30,Free
U02994,2024-12-08,Basic
U02995,2024-05-18,Basic
U02996,2024-08-05,Basic
U02997,2024-01-13,Basic
U02998,2024-11-19,Basic
U02999,2024-07-28,Free
U03000,2024-10-01,Free
